season,batter_id,batter_name,batter_stance,pitches_seen,qualified_300,swing_pct,expected_swing_pct,decision_value,decision_value_per_100,decision_capture_pct,swing_pitches,swing_decision_value_per_100,take_pitches,take_decision_value_per_100,in_zone_pitches,in_zone_decision_value_per_100,out_zone_pitches,out_zone_decision_value_per_100,seager_a_hittable_swings,seager_b_avoid_swings,seager_c_hittable_takes,seager_d_avoid_takes,hittable_pitches,avoid_pitches,selection_tendency_pct,hittable_pitches_taken_pct,hittable_avoidance_pct,seager_raw,seager_correct_pct,heart_pitches,heart_decision_value_per_100,heart_swing_decision_value_per_100,heart_take_decision_value_per_100,shadow_pitches,shadow_decision_value_per_100,shadow_swing_decision_value_per_100,shadow_take_decision_value_per_100,chase_pitches,chase_decision_value_per_100,chase_swing_decision_value_per_100,chase_take_decision_value_per_100,waste_pitches,waste_decision_value_per_100,waste_swing_decision_value_per_100,waste_take_decision_value_per_100,seager_plus,selection_tendency_plus,hittable_avoidance_plus,za_with_contact_plus,z_za_with_contact_plus,o_za_with_contact_plus,zone_awareness_raw,zone_awareness_plus,z_zone_awareness_raw,z_zone_awareness_plus,o_zone_awareness_raw,o_zone_awareness_plus,terminal_plate_appearances,walks,strikeouts,hit_by_pitch,bb_pct,k_pct,hbp_pct,z_swing_pct,o_swing_pct,heart_swing_pct,shadow_in_swing_pct,shadow_out_swing_pct,chase_swing_pct,waste_swing_pct,shadow_in_pitches,shadow_out_pitches,heart_vs_chase_residual,zone_vs_out_residual,out_zone_take_pct,bb_vs_oza_residual,bb_vs_oza_residual_z,bb_vs_oza_residual_outlier,k_vs_zza_residual,k_vs_zza_residual_z,k_vs_zza_residual_outlier,za_with_contact_value,za_with_contact_per_100
2022,67119,ê³ ìš°ì„,,4,False,50.0,36.732926,0.093842,2.346044,31.647367,2,1.057588,2,3.634499,2,2.127799,2,2.564288,1,1,1,1,2,2,50.0,50.0,50.0,0.0,50.0,0,,,,3,-0.627215,1.057588,-3.996822,0,,,,1,11.26582,,11.26582,-11.111,62.585,-12.695,57.523,52.873,70.551,0.0,-11.111,50.0,62.585,50.0,-12.695,1,0,0,0,0.0,0.0,0.0,50.0,50.0,,50.0,100.0,,0.0,2,1,,-26.217938,50.0,,,,,,,0.093842,2.346044
2022,61353,ê³ ì¢…ìš±,,424,True,49.292453,47.070261,21.78546,5.13808,52.182834,209,1.861416,215,8.323303,207,4.858576,217,5.404704,121,88,42,173,163,261,58.843537,19.534884,80.465116,39.308654,69.339623,110,6.978887,10.785293,-3.652799,181,2.321161,0.792307,3.90155,99,3.654132,-15.986489,13.474442,34,18.499388,-9.970316,21.25452,106.976,97.574,112.015,102.268,117.905,95.787,39.308654,106.976,58.843537,97.574,80.465116,112.015,108,7,21,0,6.4815,19.4444,0.0,67.6329,31.7972,73.6364,60.8247,39.2857,33.3333,8.8235,97,84,0.5912,-0.275025,68.2028,0.154372,0.073738,False,-0.938384,-0.136305,False,21.78546,5.13808
2022,68407,ê³µë¯¼ê·œ,,84,False,40.47619,42.394599,2.45293,2.920155,27.322121,34,-3.762558,50,7.4644,39,0.209744,45,5.269178,12,22,13,37,25,59,75.510204,26.0,74.0,49.510204,58.333333,15,-1.76328,1.002094,-3.606863,36,-0.82106,-0.892484,-0.694694,24,9.751708,-15.473466,14.796743,9,7.473267,-51.518538,14.847242,137.622,163.516,85.55,66.724,7.196,94.583,49.510204,137.622,75.510204,163.516,74.0,85.55,22,1,10,1,4.5455,45.4545,4.5455,53.8462,28.8889,40.0,62.5,66.6667,16.6667,11.1111,24,12,-30.400633,-12.734016,71.1111,,,,,,,2.45293,2.920155
2022,62404,êµ¬ìžìš±,,1607,True,49.284381,46.457555,74.802915,4.654817,47.062024,792,1.476124,815,7.743805,780,4.143978,827,5.136625,480,312,184,631,664,943,56.79568,22.576687,77.423313,34.218992,69.135034,428,5.227136,8.897282,-5.003802,682,2.171311,0.675409,3.966395,340,4.363428,-17.8798,13.242412,157,14.51387,-18.808091,16.302968,91.686,89.472,99.563,94.523,100.887,93.405,34.218992,91.686,56.79568,89.472,77.423313,99.563,426,25,80,3,5.8685,18.7793,0.7042,68.8462,30.8343,73.5981,63.0682,45.4545,28.5294,5.0955,352,330,1.315157,1.377862,69.1657,-0.844914,-0.403583,False,-1.92411,-0.279487,False,74.802915,4.654817
2022,52769,ê¶Œê´‘ë¯¼,,369,True,41.734417,47.271077,19.377767,5.251427,45.15816,154,1.328977,215,8.060996,178,3.455005,191,6.92558,96,58,61,154,157,212,61.6,28.372093,71.627907,33.227907,67.750678,109,4.607104,10.813294,-6.098573,136,2.296232,-0.614702,4.594337,95,7.526373,-17.923173,16.129037,29,14.079631,-74.416582,17.24021,88.708,108.48,75.84,104.084,84.48,109.299,33.227907,88.708,61.6,108.48,71.627907,75.84,88,13,30,1,14.7727,34.0909,1.1364,58.427,26.178,63.3028,50.7246,37.3134,25.2632,3.4483,69,67,-8.46188,-6.915625,73.822,7.03583,3.360743,True,15.320587,2.225396,True,19.377767,5.251427
2022,51640,ê¶Œë‹¤ê²°,,11,False,27.272727,32.834089,1.384347,12.584973,52.436426,3,-9.85754,8,21.000916,3,3.028778,8,16.168547,1,2,1,7,2,9,87.5,12.5,87.5,75.0,72.727273,2,6.535687,22.939347,-9.867972,2,3.309926,-3.985041,10.604894,4,21.421046,-48.526927,44.737037,3,11.019765,,11.019765,214.196,210.953,140.813,221.611,74.33,191.42,75.0,214.196,87.5,210.953,87.5,140.813,2,0,0,0,0.0,0.0,0.0,66.6667,12.5,50.0,100.0,0.0,25.0,0.0,1,1,-21.722916,7.568408,87.5,,,,,,,1.384347,12.584973
2022,51003,ê¶Œë™ì§„,,152,False,53.947368,53.734613,4.503362,2.962738,32.184209,82,1.790999,70,4.335346,84,3.707443,68,2.042808,49,33,17,53,66,86,51.960784,24.285714,75.714286,27.67507,67.105263,47,7.246432,10.272269,-3.949165,69,0.974,-0.365587,2.352987,26,-2.397101,-22.041644,9.880738,10,10.48725,,10.48725,72.027,70.343,92.567,67.406,90.492,65.917,27.67507,72.027,51.960784,70.343,75.714286,92.567,40,1,15,0,2.5,37.5,0.0,69.0476,35.2941,78.7234,56.7568,43.75,38.4615,0.0,37,32,4.864484,-0.456743,64.7059,,,,,,,4.503362,2.962738
2022,68204,ê¶Œë¯¼ì„,,8,False,75.0,54.389086,0.167026,2.087821,23.589524,6,0.448804,2,7.004874,4,4.26487,4,-0.089227,2,4,0,2,2,6,50.0,0.0,100.0,50.0,50.0,1,4.286635,4.286635,,5,1.117126,0.939283,1.828498,2,3.415153,-5.350945,12.181251,0,,,,139.093,62.585,191.982,53.385,103.766,46.975,50.0,139.093,50.0,62.585,100.0,191.982,3,0,1,0,0.0,33.3333,0.0,100.0,50.0,100.0,100.0,50.0,50.0,,3,2,24.310216,23.782062,50.0,,,,,,,0.167026,2.087821
2022,63963,ê¶Œí¬ë™,,1205,True,38.091286,48.49143,77.245066,6.410379,63.56106,459,5.147863,746,7.187181,634,4.031105,571,9.052164,330,129,205,541,535,670,62.112514,27.479893,72.520107,34.632622,72.282158,376,5.130499,11.238851,-4.600738,471,3.065915,1.493335,4.148121,256,10.874591,-14.007866,14.685418,102,15.367624,-21.879074,16.112558,92.928,110.508,79.492,122.658,98.199,128.193,34.632622,92.928,62.112514,110.508,72.520107,79.492,280,30,44,8,10.7143,15.7143,2.8571,56.4669,17.6883,61.4362,49.2248,30.5164,13.2812,1.9608,258,213,-8.427239,-4.999975,82.3117,-0.428366,-0.204614,False,-2.53804,-0.368664,False,77.245066,6.410379
2022,71837,ê¹€ê°•ë¯¼,,748,True,47.459893,46.162147,33.330376,4.455933,48.795715,355,1.452841,393,7.168649,372,3.981371,376,4.925446,222,133,90,303,312,436,57.714286,22.900763,77.099237,34.813522,70.187166,215,6.085922,9.979173,-3.521615,307,0.760219,-2.667646,4.540262,168,5.320079,-14.184482,11.616827,58,15.472482,,15.472482,93.472,93.106,98.237,91.336,97.015,91.529,34.813522,93.472,57.714286,93.106,77.099237,98.237,200,16,38,3,8.0,19.0,1.5,65.5914,29.5213,71.1628,57.9618,46.6667,24.4048,0.0,157,150,-0.465673,-1.277522,70.4787,0.759915,0.362982,False,-0.843258,-0.122488,False,33.330376,4.455933
2022,69810,ê¹€ê·œë‚¨,,19,False,63.157895,51.235227,0.36576,1.925052,48.631625,12,0.903839,7,3.675702,13,0.554098,6,4.895452,7,5,1,6,8,11,46.153846,14.285714,85.714286,31.868132,68.421053,6,3.141422,4.699354,-4.648234,9,-0.754204,-1.807243,2.931431,3,6.574337,,6.574337,1,4.792278,,4.792278,84.624,47.367,133.503,50.776,15.396,91.262,31.868132,84.624,46.153846,47.367,85.714286,133.503,5,0,2,0,0.0,40.0,0.0,84.6154,16.6667,83.3333,85.7143,50.0,0.0,0.0,7,2,15.577251,23.61491,83.3333,,,,,,,0.36576,1.925052
2022,66614,ê¹€ê·œì„±,,167,False,52.694611,47.55007,8.766428,5.249358,58.989978,88,2.940473,79,7.821281,86,4.836997,81,5.687174,54,34,20,59,74,93,52.212389,25.316456,74.683544,26.895934,67.664671,42,7.295804,10.116834,-3.047973,78,1.957995,0.509921,4.039601,30,6.517234,-11.63039,13.116369,17,13.057555,-5.507152,14.217849,69.687,71.338,88.348,104.051,117.391,98.296,26.895934,69.687,52.212389,71.338,74.683544,88.348,50,1,12,0,2.0,24.0,0.0,67.4419,37.037,78.5714,56.8182,61.7647,26.6667,5.8824,44,34,6.58402,-2.858118,62.963,,,,,,,8.766428,5.249358
2022,66112,ê¹€ê¸°ì—°,,35,False,71.428571,46.114887,-0.470476,-1.344217,-13.46882,25,-5.362762,10,8.702145,14,3.419366,21,-4.519939,12,13,1,9,13,22,42.857143,10.0,90.0,32.857143,60.0,8,4.965722,6.299793,-4.372773,15,-4.906281,-9.01872,6.402925,9,-4.714151,-11.280239,18.267159,3,9.749402,,9.749402,87.595,34.324,151.047,-1.616,83.631,7.61,32.857143,87.595,42.857143,34.324,90.0,151.047,9,0,3,0,0.0,33.3333,0.0,92.8571,57.1429,87.5,100.0,55.5556,77.7778,0.0,6,9,7.402583,13.378258,42.8571,,,,,,,-0.470476,-1.344217
2022,65462,ê¹€ê¸°í™˜,,529,True,47.637051,48.24741,25.825256,4.881901,53.236478,252,2.30338,277,7.227704,267,4.05079,262,5.728873,153,99,60,217,213,316,58.648649,21.66065,78.33935,36.987999,69.943289,141,6.353856,10.014182,-4.731703,233,2.825805,0.181876,5.273078,118,4.759184,-14.191722,11.810684,37,12.611777,-23.6433,14.683496,100.004,96.803,103.313,98.162,98.668,98.667,36.987999,100.004,58.648649,96.803,78.33935,103.313,131,13,38,2,9.9237,29.0076,1.5267,67.0412,27.8626,75.1773,57.9365,36.4486,27.1186,5.4054,126,107,3.118215,0.929514,72.1374,2.018133,0.963984,False,8.781214,1.275518,False,25.825256,4.881901
2022,69238,ê¹€ëŒ€í•œ,,378,True,58.201058,45.442183,12.694227,3.358261,38.393626,220,0.931301,158,6.737573,182,4.24535,196,2.534535,123,97,28,130,151,227,51.383399,17.721519,82.278481,33.66188,66.931217,94,6.112083,8.831506,-6.205304,168,0.573431,-0.745469,3.074791,82,3.236828,-11.431819,9.670444,34,9.797962,-13.417841,16.941287,90.012,68.058,119.438,73.745,103.302,70.286,33.66188,90.012,51.383399,68.058,82.278481,119.438,110,5,27,6,4.5455,24.5455,5.4545,78.022,39.7959,81.9149,73.8636,56.25,30.4878,23.5294,88,80,9.321209,6.462478,60.2041,-0.109074,-0.0521,False,2.218484,0.322247,False,12.694227,3.358261
2022,52605,ê¹€ë„ì˜,,1013,True,47.384008,48.310203,49.379838,4.874614,52.265446,480,2.807835,533,6.735878,515,4.357244,498,5.409645,305,175,132,401,437,576,56.798867,24.765478,75.234522,32.033388,69.693978,291,6.466341,10.913926,-4.135463,411,1.020675,-0.676487,2.919048,219,7.306564,-12.612526,13.199786,92,11.267865,-14.021246,13.676352,85.12,89.484,90.603,98.046,105.966,95.831,32.033388,85.12,56.798867,89.484,75.234522,90.603,255,22,62,3,8.6275,24.3137,1.1765,66.0194,28.1124,70.4467,60.2679,43.8503,22.8311,8.6957,224,187,-0.932067,-0.206325,71.8876,0.822207,0.392736,False,4.357292,0.63292,False,49.379838,4.874614
2022,66838,ê¹€ë™ì—½,,368,True,57.880435,46.080917,10.492199,2.851141,31.693618,213,-0.154288,155,6.981183,174,3.804652,194,1.99593,110,103,39,116,149,219,51.327434,25.16129,74.83871,26.166143,61.413043,91,5.811372,10.305715,-3.797225,143,0.655095,-0.251835,2.695689,93,-0.741488,-12.571029,10.83636,41,12.089387,-11.436457,16.122389,67.494,67.837,88.983,65.618,92.807,65.501,26.166143,67.494,51.327434,67.837,74.83871,88.983,100,4,22,0,4.0,22.0,0.0,72.4138,44.8454,68.1319,77.1084,58.3333,49.4624,14.6341,83,60,-7.47258,-1.45094,55.1546,1.370972,0.65486,False,1.155063,0.167779,False,10.492199,2.851141
2022,51403,ê¹€ë™ì§„,,11,False,45.454545,49.759442,0.179047,1.627699,17.488071,5,-5.727311,6,7.756874,7,-0.450587,4,5.2647,2,3,2,4,4,7,66.666667,33.333333,66.666667,33.333333,54.545455,1,0.168228,,0.168228,8,3.094632,1.075803,5.113461,2,-3.510298,-32.939766,25.91917,0,,,,89.025,128.526,55.53,46.011,-8.53,94.543,33.333333,89.025,66.666667,128.526,66.666667,55.53,4,0,2,0,0.0,50.0,0.0,57.1429,25.0,0.0,66.6667,0.0,50.0,,6,2,-75.689784,-7.66194,75.0,,,,,,,0.179047,1.627699
2022,77564,ê¹€ë¯¼ì„±,,591,True,48.56176,46.663462,26.140456,4.423089,44.561993,287,2.212846,304,6.509733,297,4.565702,294,4.279021,178,109,77,227,255,336,56.049383,25.328947,74.671053,30.720435,68.527919,173,6.567266,11.183987,-4.175487,234,0.435031,-1.180915,2.454964,126,6.062808,-14.238876,12.974019,58,10.555129,-27.253142,13.355741,81.176,86.519,88.297,90.81,110.931,85.785,30.720435,81.176,56.049383,86.519,74.671053,88.297,157,10,27,3,6.3694,17.1975,1.9108,67.6768,29.2517,69.9422,64.5161,45.4545,25.3968,6.8966,124,110,-1.843679,0.930957,70.7483,-0.978955,-0.467609,False,-3.19685,-0.464359,False,26.140456,4.423089
2022,69500,ê¹€ë¯¼ìˆ˜,,29,False,51.724138,46.403396,2.692644,9.284978,63.307419,15,7.976025,14,10.687429,14,10.293116,15,8.34405,10,5,2,12,12,17,54.545455,14.285714,85.714286,40.25974,75.862069,7,19.678297,19.678297,,13,-1.390427,0.263014,-3.31944,8,12.640426,-19.948804,17.296031,1,48.468432,,48.468432,109.833,80.569,133.503,168.725,247.326,121.902,40.25974,109.833,54.545455,80.569,85.714286,133.503,7,0,4,0,0.0,57.1429,0.0,78.5714,26.6667,100.0,57.1429,50.0,12.5,0.0,7,6,30.260517,13.005671,73.3333,,,,,,,2.692644,9.284978
2022,62864,ê¹€ë¯¼ì‹,,1039,True,40.615977,45.402146,62.131657,5.979948,63.943738,422,3.898692,617,7.403432,510,4.336741,529,7.564136,279,143,121,496,400,639,64.0,19.611021,80.388979,44.388979,74.590953,271,6.564992,10.367249,-4.785862,429,2.461416,1.280256,3.307127,228,8.712746,-16.79765,13.495945,111,12.536928,-20.938462,13.788345,122.237,117.976,111.703,115.76,105.478,114.973,44.388979,122.237,64.0,117.976,80.388979,111.703,266,31,45,2,11.6541,16.9173,0.7519,64.1176,17.9584,74.9077,51.8828,28.9474,15.7895,3.6036,239,190,4.646257,2.527418,82.0416,0.619836,0.296072,False,-3.356789,-0.487591,False,62.131657,5.979948
2022,64004,ê¹€ë¯¼í˜,,1593,True,45.637163,47.722802,77.708019,4.878093,56.332032,727,3.328159,866,6.17925,847,3.784586,746,6.119648,491,236,226,640,717,876,56.587091,26.096998,73.903002,30.490093,70.998117,465,5.0007,9.093708,-4.309451,712,2.17897,0.547993,3.738256,314,8.086496,-12.523225,12.366976,102,13.283232,-16.071691,13.870331,80.484,88.647,85.153,98.101,92.329,102.139,30.490093,80.484,56.587091,88.647,73.903002,85.153,434,35,62,2,8.0645,14.2857,0.4608,63.9906,24.7989,69.4624,57.3298,39.0909,17.1975,1.9608,382,330,-1.022457,-0.722433,75.2011,-0.22565,-0.107784,False,-5.954839,-0.864972,False,77.708019,4.878093
2022,65269,ê¹€ë¯¼í˜,,371,True,50.673854,44.515973,17.477993,4.711049,49.172576,188,1.100453,183,8.420296,178,3.623607,193,5.713976,115,73,36,147,151,220,56.10687,19.672131,80.327869,36.434739,70.619946,102,6.18609,8.544248,-4.115337,146,0.514215,-2.21278,4.208854,85,7.23389,-12.433868,12.517766,38,11.233211,-30.868096,14.841895,98.342,86.747,111.453,95.424,88.495,98.535,36.434739,98.342,56.10687,86.747,80.327869,111.453,97,7,25,2,7.2165,25.7732,2.0619,73.0337,30.0518,81.3725,61.8421,52.8571,21.1765,7.8947,76,70,10.256276,5.922592,69.9482,-1.347078,-0.643447,False,4.764394,0.692053,False,17.477993,4.711049
2022,64014,ê¹€ë³‘í¬,,318,True,53.459119,48.518533,12.091562,3.802378,43.479531,170,0.957928,148,7.069652,161,2.91214,157,4.715298,103,67,32,116,135,183,52.968037,21.621622,78.378378,31.346415,68.867925,91,4.100429,7.182578,-4.503904,139,1.901173,-0.085198,4.675243,60,2.231681,-14.697213,10.696128,28,15.63762,-8.769801,17.515114,83.056,74.328,103.473,80.862,71.552,89.662,31.346415,83.056,52.968037,74.328,78.378378,103.473,85,7,26,3,8.2353,30.5882,3.5294,72.0497,34.3949,73.6264,70.0,46.3768,33.3333,7.1429,70,69,0.5812,2.955863,65.6051,1.414009,0.675417,False,9.839458,1.429233,False,12.091562,3.802378
2022,79402,ê¹€ìƒìˆ˜,,984,True,41.260163,48.176181,54.513216,5.539961,56.758029,406,4.172456,578,6.500526,510,4.334255,474,6.83724,268,138,153,425,421,563,61.327561,26.470588,73.529412,34.856973,70.426829,303,5.439418,11.542919,-4.679544,394,3.259038,1.214357,4.859626,192,7.417051,-15.76387,12.950561,95,11.526768,-16.345004,13.743841,93.602,107.402,83.623,108.708,105.419,108.514,34.856973,93.602,61.327561,107.402,73.529412,83.623,247,18,41,1,7.2874,16.5992,0.4049,59.2157,21.9409,62.3762,54.5894,32.0856,19.2708,7.3684,207,187,-8.437637,-4.192588,78.0591,-2.149288,-1.026632,False,-2.379524,-0.345638,False,54.513216,5.539961
2022,67610,ê¹€ì„í™˜,,453,True,47.90287,47.999968,23.611719,5.2123,45.420043,217,1.534072,236,8.594399,217,4.181308,236,6.160288,130,87,45,191,175,278,59.501558,19.067797,80.932203,40.433761,70.860927,124,6.402412,12.008433,-8.437054,181,0.790398,-2.821809,5.669221,102,7.062974,-20.251543,14.144516,46,15.299727,-14.557416,16.656869,110.355,100.178,113.927,103.457,101.776,102.5,40.433761,110.355,59.501558,100.178,80.932203,113.927,107,10,32,3,9.3458,29.9065,2.8037,71.4286,26.2712,72.5806,69.8925,44.3182,20.5882,4.3478,93,88,1.557725,6.043427,73.7288,0.801884,0.383029,False,8.520672,1.237673,False,23.611719,5.2123
